"","id","pairs","2008-09-09","2008-10-19","2008-12-13","2009-03-05","2009-04-17","2009-05-18"
"16294",16294,"44-57",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16295",16295,"18-57",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16296",16296,"27-57",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16297",16297,"70-57",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16298",16298,"58-57",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16299",16299,"65-57",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16300",16300,"68-57",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16301",16301,"11-57",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16302",16302,"4-57",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16303",16303,"72-57",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16304",16304,"31-57",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16305",16305,"23-57",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16306",16306,"16-57",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16307",16307,"21-57",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16308",16308,"14-57",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16309",16309,"28-57",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16310",16310,"37-57",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16311",16311,"43-57",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16312",16312,"62-57",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16313",16313,"44-57",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16314",16314,"18-57",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16315",16315,"70-57",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16316",16316,"68-54",NA,NA,NA,"CloseFriend",NA,NA
"16317",16317,"52-54",NA,NA,NA,"CloseFriend",NA,NA
"16318",16318,"70-54",NA,NA,NA,"CloseFriend",NA,NA
"16319",16319,"6-54",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16320",16320,"29-54",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16321",16321,"65-54",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16322",16322,"68-54",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16323",16323,"38-54",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16324",16324,"80-54",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16325",16325,"22-54",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16326",16326,"40-54",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16327",16327,"52-54",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16328",16328,"62-54",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16329",16329,"75-54",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16330",16330,"46-54",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16331",16331,"79-54",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16332",16332,"59-54",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16333",16333,"18-54",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16334",16334,"8-54",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16335",16335,"70-54",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16336",16336,"65-54",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16337",16337,"68-54",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16338",16338,"60-54",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16339",16339,"22-54",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16340",16340,"52-54",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16341",16341,"44-54",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16342",16342,"6-54",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16343",16343,"47-54",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16344",16344,"65-54",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16345",16345,"68-54",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16346",16346,"5-54",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16347",16347,"35-54",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16348",16348,"23-54",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16349",16349,"14-54",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16350",16350,"80-54",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16351",16351,"22-54",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16352",16352,"40-54",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16353",16353,"28-54",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16354",16354,"37-54",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16355",16355,"43-54",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16356",16356,"62-54",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16357",16357,"75-54",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16358",16358,"46-54",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16359",16359,"79-54",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16360",16360,"26-54",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16361",16361,"44-54",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16362",16362,"18-54",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16363",16363,"70-54",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16364",16364,"6-54",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16365",16365,"47-54",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16366",16366,"65-54",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16367",16367,"68-54",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16368",16368,"5-54",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16369",16369,"72-54",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16370",16370,"23-54",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16371",16371,"14-54",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16372",16372,"22-54",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16373",16373,"40-54",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16374",16374,"28-54",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16375",16375,"37-54",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16376",16376,"43-54",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16377",16377,"62-54",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16378",16378,"75-54",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16379",16379,"46-54",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16380",16380,"26-54",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16381",16381,"44-54",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16382",16382,"18-54",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16383",16383,"70-54",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16384",16384,"65-41",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16385",16385,"23-41",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16386",16386,"14-41",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16387",16387,"80-41",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16388",16388,"28-41",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16389",16389,"37-41",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16390",16390,"43-41",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16391",16391,"62-41",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16392",16392,"18-41",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16393",16393,"70-41",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16394",16394,"65-41",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16395",16395,"72-41",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16396",16396,"23-41",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16397",16397,"14-41",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16398",16398,"28-41",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16399",16399,"37-41",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16400",16400,"43-41",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16401",16401,"62-41",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16402",16402,"18-41",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16403",16403,"70-41",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16404",16404,"5-59",NA,NA,NA,"CloseFriend",NA,NA
"16405",16405,"52-59",NA,NA,NA,"CloseFriend",NA,NA
"16406",16406,"6-59",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16407",16407,"5-59",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16408",16408,"36-59",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16409",16409,"54-59",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16410",16410,"20-59",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16411",16411,"52-59",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16412",16412,"45-59",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16413",16413,"46-59",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16414",16414,"70-59",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16415",16415,"36-59",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16416",16416,"20-59",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16417",16417,"52-59",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16418",16418,"77-59",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16419",16419,"44-59",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16420",16420,"6-59",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16421",16421,"65-59",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16422",16422,"5-59",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16423",16423,"23-59",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16424",16424,"14-59",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16425",16425,"54-59",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16426",16426,"80-59",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16427",16427,"20-59",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16428",16428,"40-59",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16429",16429,"28-59",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16430",16430,"37-59",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16431",16431,"43-59",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16432",16432,"62-59",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16433",16433,"77-59",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16434",16434,"46-59",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16435",16435,"44-59",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16436",16436,"18-59",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16437",16437,"70-59",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16438",16438,"6-59",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16439",16439,"65-59",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16440",16440,"5-59",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16441",16441,"72-59",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16442",16442,"36-59",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16443",16443,"23-59",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16444",16444,"14-59",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16445",16445,"54-59",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16446",16446,"20-59",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16447",16447,"40-59",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16448",16448,"28-59",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16449",16449,"37-59",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16450",16450,"43-59",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16451",16451,"62-59",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16452",16452,"77-59",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16453",16453,"46-59",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16454",16454,"44-59",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16455",16455,"18-59",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16456",16456,"70-59",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16457",16457,"22-64",NA,NA,NA,"CloseFriend",NA,NA
"16458",16458,"80-64",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16459",16459,"52-64",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16460",16460,"43-64",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16461",16461,"44-64",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16462",16462,"70-64",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16463",16463,"43-64",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16464",16464,"46-64",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16465",16465,"44-64",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16466",16466,"65-64",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16467",16467,"23-64",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16468",16468,"14-64",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16469",16469,"80-64",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16470",16470,"40-64",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16471",16471,"28-64",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16472",16472,"37-64",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16473",16473,"43-64",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16474",16474,"62-64",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16475",16475,"46-64",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16476",16476,"44-64",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16477",16477,"18-64",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16478",16478,"70-64",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16479",16479,"65-64",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16480",16480,"72-64",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16481",16481,"23-64",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16482",16482,"14-64",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16483",16483,"1-64",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16484",16484,"28-64",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16485",16485,"37-64",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16486",16486,"43-64",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16487",16487,"62-64",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16488",16488,"46-64",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16489",16489,"44-64",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16490",16490,"18-64",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16491",16491,"70-64",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16492",16492,"9-66",NA,NA,NA,"CloseFriend",NA,NA
"16493",16493,"35-66",NA,NA,NA,"CloseFriend",NA,NA
"16494",16494,"45-66",NA,NA,NA,"CloseFriend",NA,NA
"16495",16495,"65-66",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16496",16496,"9-66",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16497",16497,"5-66",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16498",16498,"35-66",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16499",16499,"69-66",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16500",16500,"2-66",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16501",16501,"45-66",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16502",16502,"28-66",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16503",16503,"65-66",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16504",16504,"9-66",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16505",16505,"35-66",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16506",16506,"71-66",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16507",16507,"2-66",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16508",16508,"45-66",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16509",16509,"37-66",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16510",16510,"10-66",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16511",16511,"65-66",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16512",16512,"9-66",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16513",16513,"5-66",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16514",16514,"35-66",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16515",16515,"23-66",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16516",16516,"14-66",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16517",16517,"80-66",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16518",16518,"71-66",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16519",16519,"40-66",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16520",16520,"45-66",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16521",16521,"28-66",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16522",16522,"37-66",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16523",16523,"43-66",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16524",16524,"62-66",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16525",16525,"44-66",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16526",16526,"18-66",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16527",16527,"70-66",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16528",16528,"65-66",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16529",16529,"9-66",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16530",16530,"5-66",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16531",16531,"72-66",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16532",16532,"23-66",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16533",16533,"14-66",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16534",16534,"71-66",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16535",16535,"45-66",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16536",16536,"28-66",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16537",16537,"37-66",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16538",16538,"43-66",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16539",16539,"62-66",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16540",16540,"44-66",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16541",16541,"18-66",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16542",16542,"70-66",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16543",16543,"6-79",NA,NA,NA,"CloseFriend",NA,NA
"16544",16544,"68-79",NA,NA,NA,"CloseFriend",NA,NA
"16545",16545,"38-79",NA,NA,NA,"CloseFriend",NA,NA
"16546",16546,"23-79",NA,NA,NA,"CloseFriend",NA,NA
"16547",16547,"40-79",NA,NA,NA,"CloseFriend",NA,NA
"16548",16548,"52-79",NA,NA,NA,"CloseFriend",NA,NA
"16549",16549,"28-79",NA,NA,NA,"CloseFriend",NA,NA
"16550",16550,"62-79",NA,NA,NA,"CloseFriend",NA,NA
"16551",16551,"55-79",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16552",16552,"29-79",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16553",16553,"47-79",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16554",16554,"65-79",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16555",16555,"68-79",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16556",16556,"38-79",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16557",16557,"23-79",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16558",16558,"21-79",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16559",16559,"76-79",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16560",16560,"80-79",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16561",16561,"22-79",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16562",16562,"71-79",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16563",16563,"67-79",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16564",16564,"40-79",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16565",16565,"2-79",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16566",16566,"52-79",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16567",16567,"62-79",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16568",16568,"57-79",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16569",16569,"75-79",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16570",16570,"77-79",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16571",16571,"10-79",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16572",16572,"46-79",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16573",16573,"18-79",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16574",16574,"70-79",NA,NA,NA,"SocializeTwicePerWeek",NA,NA
"16575",16575,"6-79",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16576",16576,"47-79",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16577",16577,"65-79",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16578",16578,"68-79",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16579",16579,"36-79",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16580",16580,"23-79",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16581",16581,"22-79",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16582",16582,"71-79",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16583",16583,"2-79",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16584",16584,"52-79",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16585",16585,"57-79",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16586",16586,"77-79",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16587",16587,"10-79",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16588",16588,"46-79",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16589",16589,"44-79",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16590",16590,"18-79",NA,NA,NA,"PoliticalDiscussant",NA,NA
"16591",16591,"6-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16592",16592,"47-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16593",16593,"65-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16594",16594,"68-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16595",16595,"5-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16596",16596,"35-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16597",16597,"38-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16598",16598,"23-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16599",16599,"21-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16600",16600,"14-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16601",16601,"54-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16602",16602,"80-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16603",16603,"22-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16604",16604,"71-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16605",16605,"40-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16606",16606,"2-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16607",16607,"45-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16608",16608,"28-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16609",16609,"37-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16610",16610,"43-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16611",16611,"62-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16612",16612,"57-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16613",16613,"75-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16614",16614,"77-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16615",16615,"46-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16616",16616,"44-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16617",16617,"18-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16618",16618,"70-79",NA,NA,NA,"FacebookAllTaggedPhotos",NA,NA
"16619",16619,"6-79",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16620",16620,"47-79",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16621",16621,"65-79",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16622",16622,"68-79",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16623",16623,"72-79",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16624",16624,"38-79",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16625",16625,"36-79",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16626",16626,"23-79",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16627",16627,"21-79",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16628",16628,"14-79",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16629",16629,"22-79",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16630",16630,"71-79",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16631",16631,"40-79",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
"16632",16632,"45-79",NA,NA,NA,"BlogLivejournalTwitter",NA,NA
