pairs,2008-10-01,2008-10-15,2008-10-29,2008-11-12,2008-11-26,2008-12-10,2008-12-24,2009-01-07,2009-01-21,2009-02-04,2009-02-18,2009-03-04,2009-03-18,2009-04-01,2009-04-15,2009-04-29,2009-05-13,2009-05-27,2009-06-10,2009-06-24,2009-07-08
47-27,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
47-28,TYPE3,TYPE3,TYPE4,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
47-29,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
47-3,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
47-30,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
47-31,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE2,TYPE2,TYPE2,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
47-32,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
47-33,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
47-34,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
47-36,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
47-37,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
47-38,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
47-39,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
47-4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
47-40,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
47-41,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
47-42,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
47-44,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
47-46,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
47-48,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
47-49,TYPE4,TYPE4,TYPE3,TYPE3,TYPE3,TYPE3,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
47-51,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
47-52,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE3,TYPE3,TYPE3,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
47-53,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
47-54,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
47-55,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
47-56,TYPE2,TYPE2,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
47-57,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
47-59,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
47-6,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
47-60,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
47-62,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
47-63,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
47-65,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
47-66,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
47-67,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
47-68,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
47-70,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
47-71,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
47-72,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
47-73,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
47-74,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
47-75,,,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
47-77,,,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
47-79,,,,,,,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
47-80,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
47-81,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
47-82,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
47-83,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
47-84,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1
47-9,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-1,,,,,,,,,,,,,,,,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
48-10,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
48-11,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-12,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-13,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-14,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-16,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-17,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-18,TYPE2,TYPE2,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-19,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
48-2,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-20,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-21,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-22,TYPE2,TYPE2,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-23,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-24,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-25,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-26,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-27,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-28,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-29,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-3,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-30,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-31,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-32,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-33,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-34,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-35,,,,,,,,,,,,,,,,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
48-36,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-37,,,,,,,,,,,,,,,,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
48-38,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-39,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-40,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-41,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-42,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-43,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-44,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-45,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-46,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-47,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE1,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-49,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-5,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-50,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-51,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-52,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-53,TYPE2,TYPE2,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-54,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-55,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-56,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-57,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-58,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-59,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-6,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-60,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-61,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-62,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-63,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-64,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-65,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-66,,,,,,,,,,,,,,,,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
48-67,TYPE3,TYPE3,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-68,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-69,,,,,,,,,,,,,,,,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
48-7,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-70,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-71,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-72,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-73,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-74,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-75,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-76,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-77,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-78,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-79,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-8,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-80,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-81,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-82,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE1,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-83,,,,,,,,,,,,,,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-84,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
48-9,,,,,,,,,,,,,,,,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
49-1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
49-11,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
49-18,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
49-19,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
49-20,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
49-22,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
